Id,Habit,Date,Note,Check In Count,Days in Streak,Prop Count,Comment Count,URL
52275873,No watching TV,2016-01-12,,4,1,0,0,https://www.coach.me/c/52275873
52275335,Wake Up By 8 AM,2016-01-13,,53,1,0,0,https://www.coach.me/c/52275335
52289070,Exercise,2016-01-13,Strength training at the gym,111,1,0,0,https://www.coach.me/c/52289070
52364521,No watching TV,2016-01-15,,4,1,0,0,https://www.coach.me/c/52364521
52364522,Wake Up By 8 AM,2016-01-15,,53,1,0,0,https://www.coach.me/c/52364522
52488436,Exercise,2016-01-17,,110,1,0,0,https://www.coach.me/c/52488436
52488478,No watching TV,2016-01-17,,4,1,0,0,https://www.coach.me/c/52488478
52606399,Exercise,2016-01-20,Strength training at gym,110,1,0,0,https://www.coach.me/c/52606399
52640418,Wake Up By 8 AM,2016-01-21,,53,1,0,0,https://www.coach.me/c/52640418
52678307,Wake Up By 8 AM,2016-01-22,,53,2,0,0,https://www.coach.me/c/52678307
52693890,Exercise,2016-01-22,Dance cardio workout,109,1,0,0,https://www.coach.me/c/52693890
52732658,Exercise,2016-01-23,Ab workout at home,108,2,0,0,https://www.coach.me/c/52732658
52800466,Wake Up By 8 AM,2016-01-25,,53,1,0,0,https://www.coach.me/c/52800466
52813324,Exercise,2016-01-25,,107,1,0,0,https://www.coach.me/c/52813324
52842584,Wake Up By 8 AM,2016-01-26,,53,2,0,0,https://www.coach.me/c/52842584
52885546,Wake Up By 8 AM,2016-01-27,,53,3,0,0,https://www.coach.me/c/52885546
52905639,Exercise,2016-01-27,,107,1,0,0,https://www.coach.me/c/52905639
52949619,Exercise,2016-01-28,Yoga at the gym,107,2,0,0,https://www.coach.me/c/52949619
52971481,Wake Up By 8 AM,2016-01-29,,53,1,0,0,https://www.coach.me/c/52971481
53082583,Wake Up By 8 AM,2016-02-01,,53,1,0,0,https://www.coach.me/c/53082583
53102974,Exercise,2016-02-01,,106,1,0,0,https://www.coach.me/c/53102974
53192604,Exercise,2016-02-03,,106,1,1,0,https://www.coach.me/c/53192604
53220603,Wake Up By 8 AM,2016-02-04,,53,1,0,0,https://www.coach.me/c/53220603
53259243,Wake Up By 8 AM,2016-02-05,,53,2,0,0,https://www.coach.me/c/53259243
53369042,Wake Up By 8 AM,2016-02-08,,53,1,0,0,https://www.coach.me/c/53369042
53408245,Wake Up By 8 AM,2016-02-09,,53,2,0,0,https://www.coach.me/c/53408245
53451267,Wake Up By 8 AM,2016-02-10,,53,3,0,0,https://www.coach.me/c/53451267
53528246,Wake Up By 8 AM,2016-02-12,,53,1,0,0,https://www.coach.me/c/53528246
53677835,Wake Up By 8 AM,2016-02-16,,53,1,0,0,https://www.coach.me/c/53677835
53759070,Wake Up By 8 AM,2016-02-18,,53,1,0,0,https://www.coach.me/c/53759070
53901582,Wake Up By 8 AM,2016-02-22,,53,1,0,0,https://www.coach.me/c/53901582
53921001,Exercise,2016-02-22,,106,1,0,0,https://www.coach.me/c/53921001
53987093,Wake Up By 8 AM,2016-02-24,,53,1,0,0,https://www.coach.me/c/53987093
54005567,Exercise,2016-02-24,,106,1,1,0,https://www.coach.me/c/54005567
54030928,Wake Up By 8 AM,2016-02-25,,53,2,0,0,https://www.coach.me/c/54030928
54042859,Exercise,2016-02-25,Yoga class,106,2,0,0,https://www.coach.me/c/54042859
54079157,Wake Up By 8 AM,2016-02-26,,53,3,0,0,https://www.coach.me/c/54079157
54165141,Wake Up By 8 AM,2016-02-29,,53,1,0,0,https://www.coach.me/c/54165141
54182438,Exercise,2016-02-29,Strength class,105,1,0,0,https://www.coach.me/c/54182438
54209298,Wake Up By 8 AM,2016-03-01,,53,2,0,0,https://www.coach.me/c/54209298
54264698,Exercise,2016-03-02,Strength training class,104,1,0,0,https://www.coach.me/c/54264698
54289889,Wake Up By 8 AM,2016-03-03,,53,1,0,0,https://www.coach.me/c/54289889
54328007,Exercise,2016-03-04,Yoga class,103,1,0,0,https://www.coach.me/c/54328007
54424216,Exercise,2016-03-06,,102,1,0,0,https://www.coach.me/c/54424216
54424131,Wake Up By 8 AM,2016-03-07,,53,1,0,0,https://www.coach.me/c/54424131
54441037,Exercise,2016-03-07,Strength class,102,2,0,0,https://www.coach.me/c/54441037
54463852,Wake up by 7:30 am,2016-03-08,,49,1,0,0,https://www.coach.me/c/54463852
54463854,Wake Up By 8 AM,2016-03-08,,53,2,0,0,https://www.coach.me/c/54463854
54508792,Wake up by 7:30 am,2016-03-09,,49,2,0,0,https://www.coach.me/c/54508792
54508796,Wake Up By 8 AM,2016-03-09,,53,3,0,0,https://www.coach.me/c/54508796
54521510,Exercise,2016-03-09,Strength class,101,1,1,0,https://www.coach.me/c/54521510
54545590,Wake Up By 8 AM,2016-03-10,,53,4,0,0,https://www.coach.me/c/54545590
54577678,Wake up by 7:30 am,2016-03-11,,49,1,0,0,https://www.coach.me/c/54577678
54577681,Wake Up By 8 AM,2016-03-11,,53,5,0,0,https://www.coach.me/c/54577681
54680316,Bring Lunch To Work,2016-03-14,Made a big batch of pasta on Sunday,4,1,0,0,https://www.coach.me/c/54680316
54690776,Exercise,2016-03-14,Strength class,100,1,2,0,https://www.coach.me/c/54690776
54709760,Wake up by 7:30 am,2016-03-15,,49,1,0,0,https://www.coach.me/c/54709760
54825576,Wake Up By 8 AM,2016-03-18,,53,1,0,0,https://www.coach.me/c/54825576
54825578,Wake up by 7:30 am,2016-03-18,,49,1,0,0,https://www.coach.me/c/54825578
54930533,Exercise,2016-03-21,Core strength class,99,1,0,0,https://www.coach.me/c/54930533
54955316,Wake Up By 8 AM,2016-03-22,,53,1,0,0,https://www.coach.me/c/54955316
54955317,Bring Lunch To Work,2016-03-22,,3,1,0,0,https://www.coach.me/c/54955317
54987869,Wake up by 7:30 am,2016-03-23,,49,1,0,0,https://www.coach.me/c/54987869
55004671,Exercise,2016-03-23,Strength class,98,1,1,0,https://www.coach.me/c/55004671
55023391,Wake up by 7:30 am,2016-03-24,,49,2,0,0,https://www.coach.me/c/55023391
55023398,Wake Up By 8 AM,2016-03-24,,53,1,0,0,https://www.coach.me/c/55023398
55142738,Wake Up By 8 AM,2016-03-28,,53,1,0,0,https://www.coach.me/c/55142738
55159149,Exercise,2016-03-28,Strength class. Can do about 4 push ups now.. Slowly improving.,95,1,0,0,https://www.coach.me/c/55159149
55175475,Wake up by 7:30 am,2016-03-29,,49,1,0,0,https://www.coach.me/c/55175475
55175480,Wake Up By 8 AM,2016-03-29,,53,2,0,0,https://www.coach.me/c/55175480
55223424,Wake Up By 8 AM,2016-03-30,,53,3,0,0,https://www.coach.me/c/55223424
55232829,Exercise,2016-03-30,Class,95,1,0,0,https://www.coach.me/c/55232829
55286278,Wake up by 7:30 am,2016-04-01,,49,1,0,0,https://www.coach.me/c/55286278
55286287,Wake Up By 8 AM,2016-04-01,,53,1,0,0,https://www.coach.me/c/55286287
56126560,Exercise,2016-04-25,Strength class,94,1,1,0,https://www.coach.me/c/56126560
56201032,Exercise,2016-04-27,,93,1,0,0,https://www.coach.me/c/56201032
56361681,Exercise,2016-05-02,,93,1,0,0,https://www.coach.me/c/56361681
56490493,Wake up by 7:30 am,2016-05-03,,48,1,0,0,https://www.coach.me/c/56490493
56423603,Wake Up By 8 AM,2016-05-04,,53,1,0,0,https://www.coach.me/c/56423603
56434679,Exercise,2016-05-04,,93,1,0,0,https://www.coach.me/c/56434679
56458482,Wake Up By 8 AM,2016-05-05,,53,2,0,0,https://www.coach.me/c/56458482
56490483,Wake up by 7:30 am,2016-05-06,,49,1,0,0,https://www.coach.me/c/56490483
56594133,Exercise,2016-05-09,,93,1,0,0,https://www.coach.me/c/56594133
56617886,Wake Up By 8 AM,2016-05-10,,53,1,0,0,https://www.coach.me/c/56617886
56667148,Exercise,2016-05-11,,93,1,0,0,https://www.coach.me/c/56667148
56685660,Wake up by 7:30 am,2016-05-12,,49,1,0,0,https://www.coach.me/c/56685660
56685662,Wake Up By 8 AM,2016-05-12,,53,1,0,0,https://www.coach.me/c/56685662
56809998,Wake Up By 8 AM,2016-05-16,,53,1,0,0,https://www.coach.me/c/56809998
56833584,Exercise,2016-05-16,,93,1,0,0,https://www.coach.me/c/56833584
57050252,Exercise,2016-05-23,,93,1,0,0,https://www.coach.me/c/57050252
57050269,Wake Up By 8 AM,2016-05-23,,53,1,0,0,https://www.coach.me/c/57050269
57073660,Wake Up By 8 AM,2016-05-24,,53,2,0,0,https://www.coach.me/c/57073660
57120058,Exercise,2016-05-25,,93,1,1,0,https://www.coach.me/c/57120058
57141481,Wake Up By 8 AM,2016-05-26,,53,1,0,0,https://www.coach.me/c/57141481
57141482,Bring Lunch To Work,2016-05-26,,3,1,0,0,https://www.coach.me/c/57141482
57474165,Exercise,2016-06-01,,91,1,0,0,https://www.coach.me/c/57474165
57356306,Wake Up By 8 AM,2016-06-02,,53,1,0,0,https://www.coach.me/c/57356306
57444487,Exercise,2016-06-05,Morning run,93,1,0,0,https://www.coach.me/c/57444487
57474151,Wake Up By 8 AM,2016-06-06,,53,1,0,0,https://www.coach.me/c/57474151
57489831,Exercise,2016-06-06,,92,2,0,0,https://www.coach.me/c/57489831
57558470,Wake up by 7:30 am,2016-06-07,,48,1,0,0,https://www.coach.me/c/57558470
57557514,Exercise,2016-06-08,,92,1,0,0,https://www.coach.me/c/57557514
57558467,Wake up by 7:30 am,2016-06-08,,49,2,0,0,https://www.coach.me/c/57558467
57577162,Wake up by 7:30 am,2016-06-09,,49,3,0,0,https://www.coach.me/c/57577162
57635554,Exercise,2016-06-10,2.5 mile run,92,1,0,0,https://www.coach.me/c/57635554
57609958,Wake up by 7:30 am,2016-06-10,,49,4,0,0,https://www.coach.me/c/57609958
57690602,Wake Up By 8 AM,2016-06-13,,53,1,0,0,https://www.coach.me/c/57690602
57703666,Exercise,2016-06-13,Strength class,91,1,0,0,https://www.coach.me/c/57703666
57726606,Wake up by 7:30 am,2016-06-14,,49,1,0,0,https://www.coach.me/c/57726606
57761152,Wake up by 7:30 am,2016-06-15,,49,2,0,0,https://www.coach.me/c/57761152
57772424,Exercise,2016-06-15,Strength class,90,1,0,0,https://www.coach.me/c/57772424
57820658,Wake Up By 8 AM,2016-06-17,,53,1,0,0,https://www.coach.me/c/57820658
57915541,Exercise,2016-06-20,Strength class,89,1,0,0,https://www.coach.me/c/57915541
57933199,Wake up by 7:30 am,2016-06-21,,49,1,0,0,https://www.coach.me/c/57933199
57968452,Wake up by 7:30 am,2016-06-22,,49,2,0,0,https://www.coach.me/c/57968452
57982113,Exercise,2016-06-22,Strength class,88,1,0,0,https://www.coach.me/c/57982113
58000958,Wake Up By 8 AM,2016-06-23,,53,1,0,0,https://www.coach.me/c/58000958
58031112,Wake Up By 8 AM,2016-06-24,,53,2,0,0,https://www.coach.me/c/58031112
58083879,Exercise,2016-06-26,3 mile run,87,1,0,0,https://www.coach.me/c/58083879
58110954,Wake up by 7:30 am,2016-06-27,,49,1,0,0,https://www.coach.me/c/58110954
58124793,Exercise,2016-06-27,Strength class,86,2,0,0,https://www.coach.me/c/58124793
58176479,Wake up by 7:30 am,2016-06-29,,49,1,0,0,https://www.coach.me/c/58176479
58190108,Exercise,2016-06-29,Strength class,85,1,0,0,https://www.coach.me/c/58190108
58247921,Exercise,2016-07-01,Strength class,84,1,0,0,https://www.coach.me/c/58247921
58381051,Wake up by 7:30 am,2016-07-06,,49,1,0,0,https://www.coach.me/c/58381051
58394410,Exercise,2016-07-06,Strength class,83,1,1,0,https://www.coach.me/c/58394410
58536769,Exercise,2016-07-11,Strength class,82,1,0,0,https://www.coach.me/c/58536769
58558309,Wake Up By 8 AM,2016-07-12,,53,1,0,0,https://www.coach.me/c/58558309
58590720,Wake up by 7:30 am,2016-07-13,,49,1,0,0,https://www.coach.me/c/58590720
58605670,Exercise,2016-07-13,,81,1,0,0,https://www.coach.me/c/58605670
58650349,Wake up by 7:30 am,2016-07-15,,49,1,0,0,https://www.coach.me/c/58650349
58748429,Exercise,2016-07-18,,81,1,0,0,https://www.coach.me/c/58748429
58953442,Exercise,2016-07-25,,81,1,0,0,https://www.coach.me/c/58953442
58976001,Wake Up By 8 AM,2016-07-26,,53,1,0,0,https://www.coach.me/c/58976001
59018643,Exercise,2016-07-27,,81,1,0,0,https://www.coach.me/c/59018643
59156678,Exercise,2016-08-01,,81,1,1,0,https://www.coach.me/c/59156678
59222410,Exercise,2016-08-03,,81,1,0,0,https://www.coach.me/c/59222410
59363309,Exercise,2016-08-08,,81,1,0,0,https://www.coach.me/c/59363309
59967137,Exercise,2016-08-29,,81,1,0,0,https://www.coach.me/c/59967137
60031270,Exercise,2016-08-31,,81,1,0,0,https://www.coach.me/c/60031270
60228161,Exercise,2016-09-07,,81,1,0,0,https://www.coach.me/c/60228161
60228162,Wake up by 7:30 am,2016-09-07,,49,1,0,0,https://www.coach.me/c/60228162
60366107,Exercise,2016-09-12,,81,1,1,0,https://www.coach.me/c/60366107
60383937,Wake up by 7:30 am,2016-09-13,,49,1,0,0,https://www.coach.me/c/60383937
60429656,Exercise,2016-09-14,,81,1,1,0,https://www.coach.me/c/60429656
60557977,Wake up by 7:30 am,2016-09-19,,49,1,0,0,https://www.coach.me/c/60557977
60782755,Wake up by 7:30 am,2016-09-26,,48,1,0,0,https://www.coach.me/c/60782755
60766159,Exercise,2016-09-26,,81,1,0,0,https://www.coach.me/c/60766159
60782750,Wake up by 7:30 am,2016-09-27,,49,2,0,0,https://www.coach.me/c/60782750
60815772,Wake up by 7:30 am,2016-09-28,,49,3,0,0,https://www.coach.me/c/60815772
60827105,Exercise,2016-09-28,,81,1,1,0,https://www.coach.me/c/60827105
61025936,Wake up by 7:30 am,2016-10-05,,49,1,0,0,https://www.coach.me/c/61025936
61157951,Exercise,2016-10-10,,81,1,1,0,https://www.coach.me/c/61157951
61157958,Wake up by 7:30 am,2016-10-10,,49,1,0,0,https://www.coach.me/c/61157958
61534196,Exercise,2016-10-24,,81,1,1,0,https://www.coach.me/c/61534196
61534198,Wake up by 7:30 am,2016-10-24,,49,1,0,0,https://www.coach.me/c/61534198
61591094,Exercise,2016-10-26,,81,1,0,0,https://www.coach.me/c/61591094
62166195,Exercise,2016-11-16,,81,1,0,0,https://www.coach.me/c/62166195
62276519,Exercise,2016-11-21,,81,1,0,0,https://www.coach.me/c/62276519
62276545,Wake Up By 8 AM,2016-11-22,,53,1,0,0,https://www.coach.me/c/62276545
62480636,Exercise,2016-11-30,,81,1,0,0,https://www.coach.me/c/62480636
63941707,Wake up by 7:30 am,2017-01-23,,49,1,0,0,https://www.coach.me/c/63941707
63941709,Exercise,2017-01-23,,81,1,0,0,https://www.coach.me/c/63941709
63964534,Wake up by 7:30 am,2017-01-24,,49,2,0,0,https://www.coach.me/c/63964534
63998669,Wake up by 7:30 am,2017-01-25,,49,3,0,0,https://www.coach.me/c/63998669
64032806,Wake up by 7:30 am,2017-01-26,,49,4,0,0,https://www.coach.me/c/64032806
64134576,Brush Teeth at Night,2017-01-29,,9,1,0,0,https://www.coach.me/c/64134576
64150299,Wake up by 7:30 am,2017-01-30,,49,1,0,0,https://www.coach.me/c/64150299
64162935,Exercise,2017-01-30,,81,1,0,0,https://www.coach.me/c/64162935
64170174,Brush Teeth at Night,2017-01-30,,9,2,0,0,https://www.coach.me/c/64170174
64170178,Prepare clothes for following day,2017-01-30,,3,1,0,0,https://www.coach.me/c/64170178
64216822,Wake up by 7:30 am,2017-02-01,,49,1,0,0,https://www.coach.me/c/64216822
64231627,Exercise,2017-02-01,,81,1,0,0,https://www.coach.me/c/64231627
64253272,Wake up by 7:30 am,2017-02-02,,49,2,0,0,https://www.coach.me/c/64253272
64290377,Exercise,2017-02-03,,81,1,0,0,https://www.coach.me/c/64290377
